team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
FC Barcelona,1982/1983,Player,Defender,,Gerardo,Spain,0,1956-11-16
FC Barcelona,1982/1983,Player,Defender,,Julio Alberto,Spain,0,1958-10-07
FC Barcelona,1982/1983,Player,Forward,,Quini,Spain,0,1949-09-23
FC Barcelona,1982/1983,Player,Forward,,Pichi Alonso,Spain,0,1953-02-01
FC Barcelona,1982/1983,Player,Forward,,Moran,Spain,0,1953-10-15
FC Barcelona,1982/1983,Player,Forward,,Carrasco,Spain,0,1959-03-06
FC Barcelona,1982/1983,Player,Forward,,Marcos Alonso,Spain,0,1959-10-01
FC Barcelona,1982/1983,Player,Forward,,Clos,Spain,0,1960-08-08
FC Barcelona,1982/1983,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1982/1983,Player,Goalkeeper,,Urruti,Spain,0,1952-02-17
FC Barcelona,1982/1983,Player,Goalkeeper,,Amador,Spain,0,1954-09-09
FC Barcelona,1982/1983,Staff,Manager,,César Luis Menotti,Argentina,1,1938-11-05
FC Barcelona,1982/1983,Player,Midfielder,,Perico Alonso,Spain,0,1953-02-01
FC Barcelona,1982/1983,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1982/1983,Player,Midfielder,,Estella,Spain,0,1956-01-13
FC Barcelona,1982/1983,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1982/1983,Player,Midfielder,,Víctor Muñoz,Spain,0,1957-03-15
FC Barcelona,1982/1983,Player,Midfielder,,Moratalla,Spain,0,1958-10-01
FC Barcelona,1982/1983,Player,Midfielder,,Bernd Schuster,Germany,1,1959-12-22
FC Barcelona,1982/1983,Player,Midfielder,,Manolo,Spain,0,1960-10-29
FC Barcelona,1982/1983,Player,Midfielder,,Urbano,Spain,0,1961-12-22
FC Barcelona,1981/1982,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1981/1982,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1981/1982,Player,Defender,,Esteban Vigo,Spain,0,1955-01-17
FC Barcelona,1981/1982,Player,Defender,,Alexanko,Spain,0,1956-05-15
FC Barcelona,1981/1982,Player,Defender,,Ramírez,Spain,0,1956-07-08
FC Barcelona,1981/1982,Player,Defender,,Gerardo,Spain,0,1956-11-16
FC Barcelona,1981/1982,Player,Forward,,Quini,Spain,0,1949-09-23
FC Barcelona,1981/1982,Player,Forward,,Rafael Zuviría,Argentina,1,1951-01-10
FC Barcelona,1981/1982,Player,Forward,,Allan Simonsen,Denmark,1,1952-12-15
FC Barcelona,1981/1982,Player,Forward,,Moran,Spain,0,1953-10-15
FC Barcelona,1981/1982,Player,Forward,,Carrasco,Spain,0,1959-03-06
FC Barcelona,1981/1982,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1981/1982,Player,Goalkeeper,,Urruti,Spain,0,1952-02-17
FC Barcelona,1981/1982,Player,Goalkeeper,,Amador,Spain,0,1954-09-09
FC Barcelona,1981/1982,Staff,Manager,,Udo Lattek,Germany,1,1935-01-16
FC Barcelona,1981/1982,Player,Midfielder,,Martínez Díaz,Spain,0,1954-01-06
FC Barcelona,1981/1982,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1981/1982,Player,Midfielder,,Landáburu,Spain,0,1955-01-24
FC Barcelona,1981/1982,Player,Midfielder,,Estella,Spain,0,1956-01-13
FC Barcelona,1981/1982,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1981/1982,Player,Midfielder,,Víctor Muñoz,Spain,0,1957-03-15
FC Barcelona,1981/1982,Player,Midfielder,,Moratalla,Spain,0,1958-10-01
FC Barcelona,1981/1982,Player,Midfielder,,Bernd Schuster,Germany,1,1959-12-22
FC Barcelona,1981/1982,Player,Midfielder,,Manolo,Spain,0,1960-10-29
FC Barcelona,1980/1981,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1980/1981,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1980/1981,Player,Defender,,Esteban Vigo,Spain,0,1955-01-17
FC Barcelona,1980/1981,Player,Defender,,Albadalejo,Spain,0,1955-06-26
FC Barcelona,1980/1981,Player,Defender,,Alexanko,Spain,0,1956-05-15
FC Barcelona,1980/1981,Player,Defender,,Ramírez,Spain,0,1956-07-08
FC Barcelona,1980/1981,Player,Forward,,Quini,Spain,0,1949-09-23
FC Barcelona,1980/1981,Player,Forward,,Rafael Zuviría,Argentina,1,1951-01-10
FC Barcelona,1980/1981,Player,Forward,,Allan Simonsen,Denmark,1,1952-12-15
FC Barcelona,1980/1981,Player,Forward,,Casas,Spain,0,1958-10-06
FC Barcelona,1980/1981,Player,Forward,,Carrasco,Spain,0,1959-03-06
FC Barcelona,1980/1981,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1980/1981,Player,Goalkeeper,,Amador,Spain,0,1954-09-09
FC Barcelona,1980/1981,Staff,Manager,,Helenio Herrera,France,1,1910-04-10
FC Barcelona,1980/1981,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1980/1981,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1980/1981,Player,Midfielder,,Julián Rubio,Spain,0,1952-01-28
FC Barcelona,1980/1981,Player,Midfielder,,Martínez Díaz,Spain,0,1954-01-06
FC Barcelona,1980/1981,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1980/1981,Player,Midfielder,,Landáburu,Spain,0,1955-01-24
FC Barcelona,1980/1981,Player,Midfielder,,Estella,Spain,0,1956-01-13
FC Barcelona,1980/1981,Player,Midfielder,,Canito,Spain,0,1956-04-22
FC Barcelona,1980/1981,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1980/1981,Player,Midfielder,,Bernd Schuster,Germany,1,1959-12-22
FC Barcelona,1980/1981,Player,Midfielder,,Manolo,Spain,0,1960-10-29
FC Barcelona,1980/1981,Player,Midfielder,,Ángel Pedraza,Spain,0,1962-10-04
FC Barcelona,1979/1980,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1979/1980,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1979/1980,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1979/1980,Player,Defender,,Esteban Vigo,Spain,0,1955-01-17
FC Barcelona,1979/1980,Player,Defender,,Albadalejo,Spain,0,1955-06-26
FC Barcelona,1979/1980,Player,Defender,,Serrat,Spain,0,1955-08-02
FC Barcelona,1979/1980,Player,Defender,,Ramírez,Spain,0,1956-07-08
FC Barcelona,1979/1980,Player,Forward,,Rafael Zuviría,Argentina,1,1951-01-10
FC Barcelona,1979/1980,Player,Forward,,Allan Simonsen,Denmark,1,1952-12-15
FC Barcelona,1979/1980,Player,Forward,,Roberto Dinamite,Brazil,1,1954-04-13
FC Barcelona,1979/1980,Player,Forward,,Carrasco,Spain,0,1959-03-06
FC Barcelona,1979/1980,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1979/1980,Player,Goalkeeper,,Amigó,Spain,0,1954-10-01
FC Barcelona,1979/1980,Player,Goalkeeper,,Huguet García,Spain,0,1959-08-27
FC Barcelona,1979/1980,Staff,Manager,,Helenio Herrera,France,1,1910-04-10
FC Barcelona,1979/1980,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1979/1980,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1979/1980,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1979/1980,Player,Midfielder,,Julián Rubio,Spain,0,1952-01-28
FC Barcelona,1979/1980,Player,Midfielder,,Martínez Díaz,Spain,0,1954-01-06
FC Barcelona,1979/1980,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1979/1980,Player,Midfielder,,Landáburu,Spain,0,1955-01-24
FC Barcelona,1979/1980,Player,Midfielder,,Estella,Spain,0,1956-01-13
FC Barcelona,1979/1980,Player,Midfielder,,Canito,Spain,0,1956-04-22
FC Barcelona,1979/1980,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1979/1980,Player,Midfielder,,Manolo,Spain,0,1960-10-29
FC Barcelona,1978/1979,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1978/1979,Player,Defender,,Juanjo,Spain,0,1950-09-04
FC Barcelona,1978/1979,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1978/1979,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1978/1979,Player,Defender,,Esteban Vigo,Spain,0,1955-01-17
FC Barcelona,1978/1979,Player,Defender,,Albadalejo,Spain,0,1955-06-26
FC Barcelona,1978/1979,Player,Forward,,Rafael Zuviría,Argentina,1,1951-01-10
FC Barcelona,1978/1979,Player,Forward,,Juan Carlos Heredia,Argentina,1,1952-05-01
FC Barcelona,1978/1979,Player,Forward,,Hans Krankl,Austria,1,1953-02-14
FC Barcelona,1978/1979,Player,Forward,,Bio,Brazil,1,1953-03-08
FC Barcelona,1978/1979,Player,Forward,,Paco Fortes,Spain,0,1955-01-04
FC Barcelona,1978/1979,Player,Forward,,Carrasco,Spain,0,1959-03-06
FC Barcelona,1978/1979,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1978/1979,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1978/1979,Staff,Manager,,Rifé,Spain,0,1942-02-04
FC Barcelona,1978/1979,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1978/1979,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1978/1979,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1978/1979,Player,Midfielder,,Johan Neeskens,Netherlands,1,1951-09-15
FC Barcelona,1978/1979,Player,Midfielder,,Martínez Díaz,Spain,0,1954-01-06
FC Barcelona,1978/1979,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1978/1979,Player,Midfielder,,Vila Bosch,Spain,0,1954-04-02
FC Barcelona,1978/1979,Player,Midfielder,,Félix Palomares,Spain,0,1955-01-06
FC Barcelona,1978/1979,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1978/1979,Player,Midfielder,,Tarrés,Spain,0,1956-10-10
FC Barcelona,1978/1979,Player,Midfielder,,Manolo,Spain,0,1960-10-29
FC Barcelona,1977/1978,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1977/1978,Player,Defender,,Juanjo,Spain,0,1950-09-04
FC Barcelona,1977/1978,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1977/1978,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1977/1978,Player,Defender,,Esteban Vigo,Spain,0,1955-01-17
FC Barcelona,1977/1978,Player,Forward,,Manuel Clares,Spain,0,1948-02-23
FC Barcelona,1977/1978,Player,Forward,,Rafael Zuviría,Argentina,1,1951-01-10
FC Barcelona,1977/1978,Player,Forward,,Juan Carlos Heredia,Argentina,1,1952-05-01
FC Barcelona,1977/1978,Player,Forward,,Bio,Brazil,1,1953-03-08
FC Barcelona,1977/1978,Player,Forward,,Botella,Spain,0,1953-10-05
FC Barcelona,1977/1978,Player,Forward,,Paco Fortes,Spain,0,1955-01-04
FC Barcelona,1977/1978,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1977/1978,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1977/1978,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1977/1978,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1977/1978,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1977/1978,Player,Midfielder,,Johan Cruyff,Netherlands,1,1947-04-25
FC Barcelona,1977/1978,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1977/1978,Player,Midfielder,,Macizo,Spain,0,1951-07-09
FC Barcelona,1977/1978,Player,Midfielder,,Johan Neeskens,Netherlands,1,1951-09-15
FC Barcelona,1977/1978,Player,Midfielder,,Alfredo Amarillo,Uruguay,1,1953-01-02
FC Barcelona,1977/1978,Player,Midfielder,,Carreño,Spain,0,1953-05-15
FC Barcelona,1977/1978,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1977/1978,Player,Midfielder,,Vila Bosch,Spain,0,1954-04-02
FC Barcelona,1977/1978,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1976/1977,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1976/1977,Player,Defender,,Ramos,Spain,0,1951-04-03
FC Barcelona,1976/1977,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1976/1977,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1976/1977,Player,Forward,,Manuel Clares,Spain,0,1948-02-23
FC Barcelona,1976/1977,Player,Forward,,Juan Carlos Heredia,Argentina,1,1952-05-01
FC Barcelona,1976/1977,Player,Forward,,Botella,Spain,0,1953-10-05
FC Barcelona,1976/1977,Player,Forward,,Mir Genes,Spain,0,1956-03-24
FC Barcelona,1976/1977,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1976/1977,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1976/1977,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1976/1977,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1976/1977,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1976/1977,Player,Midfielder,,Johan Cruyff,Netherlands,1,1947-04-25
FC Barcelona,1976/1977,Player,Midfielder,,Hugo Sotil,Peru,1,1949-03-08
FC Barcelona,1976/1977,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1976/1977,Player,Midfielder,,Macizo,Spain,0,1951-07-09
FC Barcelona,1976/1977,Player,Midfielder,,Johan Neeskens,Netherlands,1,1951-09-15
FC Barcelona,1976/1977,Player,Midfielder,,Alfredo Amarillo,Uruguay,1,1953-01-02
FC Barcelona,1976/1977,Player,Midfielder,,Carreño,Spain,0,1953-05-15
FC Barcelona,1976/1977,Player,Midfielder,,Olmo,Spain,0,1954-01-18
FC Barcelona,1976/1977,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1976/1977,Player,Midfielder,,Emilio,Spain,0,1958-01-14
FC Barcelona,1975/1976,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1975/1976,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1975/1976,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1975/1976,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1975/1976,Player,Defender,,Corominas,Spain,0,1955-01-09
FC Barcelona,1975/1976,Player,Defender,,Albadalejo,Spain,0,1955-06-26
FC Barcelona,1975/1976,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1975/1976,Player,Forward,,Manuel Clares,Spain,0,1948-02-23
FC Barcelona,1975/1976,Player,Forward,,Juan Carlos Heredia,Argentina,1,1952-05-01
FC Barcelona,1975/1976,Player,Forward,,Paco Fortes,Spain,0,1955-01-04
FC Barcelona,1975/1976,Player,Forward,,Mir Genes,Spain,0,1956-03-24
FC Barcelona,1975/1976,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1975/1976,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1975/1976,Player,Goalkeeper,,Artola,Spain,0,1948-09-06
FC Barcelona,1975/1976,Staff,Manager,,Hennes Weisweiler,Germany,1,1919-12-05
FC Barcelona,1975/1976,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1975/1976,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1975/1976,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1975/1976,Player,Midfielder,,Johan Cruyff,Netherlands,1,1947-04-25
FC Barcelona,1975/1976,Player,Midfielder,,Hugo Sotil,Peru,1,1949-03-08
FC Barcelona,1975/1976,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1975/1976,Player,Midfielder,,Tomé,Spain,0,1950-03-03
FC Barcelona,1975/1976,Player,Midfielder,,Johan Neeskens,Netherlands,1,1951-09-15
FC Barcelona,1975/1976,Player,Midfielder,,Sánchez,Spain,0,1956-10-08
FC Barcelona,1974/1975,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1974/1975,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1974/1975,Player,Defender,,Marinho Peres,Brazil,1,1947-03-19
FC Barcelona,1974/1975,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1974/1975,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1974/1975,Player,Defender,,Albadalejo,Spain,0,1955-06-26
FC Barcelona,1974/1975,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1974/1975,Player,Forward,,Pérez Boixaderas,Spain,0,1947-11-02
FC Barcelona,1974/1975,Player,Forward,,Manuel Clares,Spain,0,1948-02-23
FC Barcelona,1974/1975,Player,Forward,,Bernardo Cos,Argentina,1,1949-03-31
FC Barcelona,1974/1975,Player,Forward,,Juan Carlos Heredia,Argentina,1,1952-05-01
FC Barcelona,1974/1975,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1974/1975,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1974/1975,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1974/1975,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1974/1975,Player,Midfielder,,Gallego,Spain,0,1944-03-04
FC Barcelona,1974/1975,Player,Midfielder,,Juan Carlos,Spain,0,1945-02-14
FC Barcelona,1974/1975,Player,Midfielder,,Martí Filosía,Spain,0,1945-09-15
FC Barcelona,1974/1975,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1974/1975,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1974/1975,Player,Midfielder,,Johan Cruyff,Netherlands,1,1947-04-25
FC Barcelona,1974/1975,Player,Midfielder,,Hugo Sotil,Peru,1,1949-03-08
FC Barcelona,1974/1975,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1974/1975,Player,Midfielder,,Tomé,Spain,0,1950-03-03
FC Barcelona,1974/1975,Player,Midfielder,,Macizo,Spain,0,1951-07-09
FC Barcelona,1974/1975,Player,Midfielder,,Johan Neeskens,Netherlands,1,1951-09-15
FC Barcelona,1973/1974,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1973/1974,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1973/1974,Player,Defender,,Laredo,Spain,0,1946-12-28
FC Barcelona,1973/1974,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1973/1974,Player,Defender,,Migueli,Spain,0,1951-12-19
FC Barcelona,1973/1974,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1973/1974,Player,Forward,,Pérez Boixaderas,Spain,0,1947-11-02
FC Barcelona,1973/1974,Player,Forward,,Manuel Clares,Spain,0,1948-02-23
FC Barcelona,1973/1974,Player,Forward,,Juanito,Spain,0,1948-10-06
FC Barcelona,1973/1974,Player,Forward,,Barrios,Spain,0,1949-03-21
FC Barcelona,1973/1974,Player,Forward,,Bernardo Cos,Argentina,1,1949-03-31
FC Barcelona,1973/1974,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1973/1974,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1973/1974,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1973/1974,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1973/1974,Player,Midfielder,,Gallego,Spain,0,1944-03-04
FC Barcelona,1973/1974,Player,Midfielder,,Juan Carlos,Spain,0,1945-02-14
FC Barcelona,1973/1974,Player,Midfielder,,Martí Filosía,Spain,0,1945-09-15
FC Barcelona,1973/1974,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1973/1974,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1973/1974,Player,Midfielder,,Johan Cruyff,Netherlands,1,1947-04-25
FC Barcelona,1973/1974,Player,Midfielder,,Hugo Sotil,Peru,1,1949-03-08
FC Barcelona,1973/1974,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1973/1974,Player,Midfielder,,Tomé,Spain,0,1950-03-03
FC Barcelona,1973/1974,Player,Midfielder,,Carreño,Spain,0,1953-05-15
FC Barcelona,1972/1973,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1972/1973,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1972/1973,Player,Defender,,Laredo,Spain,0,1946-12-28
FC Barcelona,1972/1973,Player,Defender,,De la Cruz,Spain,0,1947-05-07
FC Barcelona,1972/1973,Player,Defender,,Cortés,Spain,0,1951-04-13
FC Barcelona,1972/1973,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1972/1973,Player,Forward,,Pujol,Spain,0,1947-05-25
FC Barcelona,1972/1973,Player,Forward,,Pérez Boixaderas,Spain,0,1947-11-02
FC Barcelona,1972/1973,Player,Forward,,Alfonseda,Spain,0,1948-03-04
FC Barcelona,1972/1973,Player,Forward,,Juanito,Spain,0,1948-10-06
FC Barcelona,1972/1973,Player,Forward,,Barrios,Spain,0,1949-03-21
FC Barcelona,1972/1973,Player,Forward,,Bernardo Cos,Argentina,1,1949-03-31
FC Barcelona,1972/1973,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1972/1973,Player,Goalkeeper,,Reina,Spain,0,1946-01-21
FC Barcelona,1972/1973,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1972/1973,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1972/1973,Player,Midfielder,,Gallego,Spain,0,1944-03-04
FC Barcelona,1972/1973,Player,Midfielder,,Zabalza,Spain,0,1944-04-13
FC Barcelona,1972/1973,Player,Midfielder,,Juan Carlos,Spain,0,1945-02-14
FC Barcelona,1972/1973,Player,Midfielder,,Martí Filosía,Spain,0,1945-09-15
FC Barcelona,1972/1973,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1972/1973,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1972/1973,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1971/1972,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1971/1972,Player,Defender,,Eladio,Spain,0,1940-11-18
FC Barcelona,1971/1972,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1971/1972,Player,Defender,,Paredes,Spain,0,1944-02-26
FC Barcelona,1971/1972,Player,Forward,,Dueñas,Spain,0,1946-08-11
FC Barcelona,1971/1972,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1971/1972,Player,Forward,,Bustillo,Spain,0,1946-09-09
FC Barcelona,1971/1972,Player,Forward,,Pujol,Spain,0,1947-05-25
FC Barcelona,1971/1972,Player,Forward,,Pérez Boixaderas,Spain,0,1947-11-02
FC Barcelona,1971/1972,Player,Forward,,Alfonseda,Spain,0,1948-03-04
FC Barcelona,1971/1972,Player,Forward,,Juanito,Spain,0,1948-10-06
FC Barcelona,1971/1972,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1971/1972,Player,Goalkeeper,,Reina,Spain,0,1946-01-21
FC Barcelona,1971/1972,Staff,Manager,,Rinus Michels,Netherlands,1,1928-02-09
FC Barcelona,1971/1972,Player,Midfielder,,Fusté,Spain,0,1941-04-15
FC Barcelona,1971/1972,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1971/1972,Player,Midfielder,,Gallego,Spain,0,1944-03-04
FC Barcelona,1971/1972,Player,Midfielder,,Zabalza,Spain,0,1944-04-13
FC Barcelona,1971/1972,Player,Midfielder,,Juan Carlos,Spain,0,1945-02-14
FC Barcelona,1971/1972,Player,Midfielder,,Martí Filosía,Spain,0,1945-09-15
FC Barcelona,1971/1972,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1971/1972,Player,Midfielder,,Costas,Spain,0,1947-01-16
FC Barcelona,1971/1972,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1970/1971,Staff,Ass. Manager,,Rodri,Spain,0,1934-03-08
FC Barcelona,1970/1971,Player,Defender,,Eladio,Spain,0,1940-11-18
FC Barcelona,1970/1971,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1970/1971,Player,Defender,,Franch,Spain,0,1943-08-01
FC Barcelona,1970/1971,Player,Defender,,Paredes,Spain,0,1944-02-26
FC Barcelona,1970/1971,Player,Forward,,Zaldúa,Spain,0,1941-12-15
FC Barcelona,1970/1971,Player,Forward,,Dueñas,Spain,0,1946-08-11
FC Barcelona,1970/1971,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1970/1971,Player,Forward,,Bustillo,Spain,0,1946-09-09
FC Barcelona,1970/1971,Player,Forward,,Pujol,Spain,0,1947-05-25
FC Barcelona,1970/1971,Player,Forward,,Alfonseda,Spain,0,1948-03-04
FC Barcelona,1970/1971,Player,Goalkeeper,,Sadurní,Spain,0,1941-04-03
FC Barcelona,1970/1971,Player,Goalkeeper,,Reina,Spain,0,1946-01-21
FC Barcelona,1970/1971,Player,Goalkeeper,,Mora,Spain,0,1947-12-18
FC Barcelona,1970/1971,Staff,Manager,,Vic Buckingham,England,1,1915-10-23
FC Barcelona,1970/1971,Player,Midfielder,,Fusté,Spain,0,1941-04-15
FC Barcelona,1970/1971,Player,Midfielder,,Rifé,Spain,0,1942-02-04
FC Barcelona,1970/1971,Player,Midfielder,,Gallego,Spain,0,1944-03-04
FC Barcelona,1970/1971,Player,Midfielder,,Zabalza,Spain,0,1944-04-13
FC Barcelona,1970/1971,Player,Midfielder,,Romero,Spain,0,1945-01-05
FC Barcelona,1970/1971,Player,Midfielder,,Juan Carlos,Spain,0,1945-02-14
FC Barcelona,1970/1971,Player,Midfielder,,Martí Filosía,Spain,0,1945-09-15
FC Barcelona,1970/1971,Player,Midfielder,,Rexach,Spain,0,1947-01-13
FC Barcelona,1970/1971,Player,Midfielder,,Castany,Spain,0,1948-08-30
FC Barcelona,1970/1971,Player,Midfielder,,Asensi,Spain,0,1949-09-23
FC Barcelona,1969/1970,Player,Defender,,Eladio,Spain,0,1940-11-18
FC Barcelona,1969/1970,Player,Defender,,Torres,Spain,0,1943-07-29
FC Barcelona,1969/1970,Player,Defender,,Franch,Spain,0,1943-08-01
FC Barcelona,1969/1970,Player,Defender,,Sanjuan,Spain,0,1945-06-30
FC Barcelona,1969/1970,Player,Defender,,Romea,Spain,0,1946-02-03
FC Barcelona,1969/1970,Player,Forward,,Zaldúa,Spain,0,1941-12-15
FC Barcelona,1969/1970,Player,Forward,,Pellicer,Spain,0,1944-05-12
FC Barcelona,1969/1970,Player,Forward,,Marcial,Spain,0,1946-08-23
FC Barcelona,1969/1970,Player,Forward,,Bustillo,Spain,0,1946-09-09
FC Barcelona,1969/1970,Player,Forward,,Pujol,Spain,0,1947-05-25
